27	12745076848386415487.wav	அன்று இரவு அவர் அடித்த இரண்டாவது கோல் இந்த பருவத்தில் அவரது 60 வது கோல் மட்டுமல்லாது 1995-96 ம் பருவத்தில் ஜரோமிர் ஜாக்ர் மற்றும் மரியோ லேமிக்ஸ் இருவரும் ஒரே பருவத்தில் தலா 60 கோல் அடித்துப் படைத்த சாதனையை அதன் பிறகு எட்டிய முதல் வீரரும் ஆகிறார்.	அன்று இரவு அவர் அடித்த இரண்டாவது கோல் இந்த பருவத்தில் அவரது 60 வது கோல் மட்டுமல்லாது 1995-96 ம் பருவத்தில் ஜரோமிர் ஜாக்ர் மற்றும் மரியோ லேமிக்ஸ் இருவரும் ஒரே பருவத்தில் தலா 60 கோல் அடித்துப் படைத்த சாதனையை அதன் பிறகு எட்டிய முதல் வீரரும் ஆகிறார்	அ ன ் ற ு | இ ர வ ு | அ வ ர ் | அ ட ி த ் த | இ ர ண ் ட ா வ த ு | க ோ ல ் | இ ந ் த | ப ர ு வ த ் த ி ல ் | அ வ ர த ு | 6 0 | வ த ு | க ோ ல ் | ம ட ் ட ு ம ல ் ல ா த ு | 1 9 9 5 - 9 6 | ம ் | ப ர ு வ த ் த ி ல ் | ஜ ர ோ ம ி ர ் | ஜ ா க ் ர ் | ம ற ் ற ு ம ் | ம ர ி ய ோ | ல ே ம ி க ் ஸ ் | இ ர ு வ ர ு ம ் | ஒ ர ே | ப ர ு வ த ் த ி ல ் | த ல ா | 6 0 | க ோ ல ் | அ ட ி த ் த ு ப ் | ப ட ை த ் த | ச ா த ன ை ய ை | அ த ன ் | ப ி ற க ு | எ ட ் ட ி ய | ம ு த ல ் | வ ீ ர ர ு ம ் | ஆ க ி ற ா ர ் |	403520	MALE
941	1279413202878611131.wav	வர்த்தக ரீதியாக பயணக் கட்டுரைகள் எழுதத் தொடங்க எளிய வழி ஒரு நிலை பெற்ற பயண வலைப்பூ வலைத்தளத்தில் எழுதி உங்கள் திறமைகளைப் வளர்த்துக் கொள்வது தான்.	வர்த்தக ரீதியாக பயணக் கட்டுரைகள் எழுதத் தொடங்க எளிய வழி ஒரு நிலை பெற்ற பயண வலைப்பூ வலைத்தளத்தில் எழுதி உங்கள் திறமைகளைப் வளர்த்துக் கொள்வது தான்	வ ர ் த ் த க | ர ீ த ி ய ா க | ப ய ண க ் | க ட ் ட ு ர ை க ள ் | எ ழ ு த த ் | த ொ ட ங ் க | எ ள ி ய | வ ழ ி | ஒ ர ு | ந ி ல ை | ப ெ ற ் ற | ப ய ண | வ ல ை ப ் ப ூ | வ ல ை த ் த ள த ் த ி ல ் | எ ழ ு த ி | உ ங ் க ள ் | த ி ற ம ை க ள ை ப ் | வ ள ர ் த ் த ு க ் | க ொ ள ் வ த ு | த ா ன ் |	206720	FEMALE
1106	12097831027649330202.wav	உள்ளடக்க கோட்பாடுகள், மக்களுக்கு எது விருப்பமாக உள்ளது அல்லது மக்கள் எதைத் தேர்ந்தெடுக்கிறார்கள் என்பதைச் சுற்றி அமைகின்றன.	உள்ளடக்க கோட்பாடுகள் மக்களுக்கு எது விருப்பமாக உள்ளது அல்லது மக்கள் எதைத் தேர்ந்தெடுக்கிறார்கள் என்பதைச் சுற்றி அமைகின்றன	உ ள ் ள ட க ் க | க ோ ட ் ப ா ட ு க ள ் | ம க ் க ள ு க ் க ு | எ த ு | வ ி ர ு ப ் ப ம ா க | உ ள ் ள த ு | அ ல ் ல த ு | ம க ் க ள ் | எ த ை த ் | த ே ர ் ந ் த ெ ட ு க ் க ி ற ா ர ் க ள ் | எ ன ் ப த ை ச ் | ச ு ற ் ற ி | அ ம ை க ி ன ் ற ன |	104640	MALE
146	12474139395635581104.wav	இப்போது வரை, AOL அமெரிக்காவிற்குள் பரவலாகப் பயன்படுத்தப்படுவதால், IM சந்தையை அதனுடைய வேகத்தில் நகர்த்தவும் மேம்படுத்தவும் முடிகிறது.	இப்போது வரை aol அமெரிக்காவிற்குள் பரவலாகப் பயன்படுத்தப்படுவதால் im சந்தையை அதனுடைய வேகத்தில் நகர்த்தவும் மேம்படுத்தவும் முடிகிறது	இ ப ் ப ோ த ு | வ ர ை | a o l | அ ம ெ ர ி க ் க ா வ ி ற ் க ு ள ் | ப ர வ ல ா க ப ் | ப ய ன ் ப ட ு த ் த ப ் ப ட ு வ த ா ல ் | i m | ச ந ் த ை ய ை | அ த ன ு ட ை ய | வ ே க த ் த ி ல ் | ந க ர ் த ் த வ ு ம ் | ம ே ம ் ப ட ு த ் த வ ு ம ் | ம ு ட ி க ி ற த ு |	160960	FEMALE
930	8483569470445487237.wav	சில நேரங்களில், அதே விமான பயணத்திற்கு பல்வேறு மாறுபட்ட விலைகள் பல்வேறு ஒருங்கிணைப்பாளர்களிடம் இருக்கலாம் மற்றும் வாங்குவதற்கு முன்பு, தேடல் முடிவுகளை ஒப்பு நோக்குவது மற்றும் விமான நிறுவனத்தின் இணையதளத்திலும் தேடிப் பார்ப்பது என்பது நன்மை பயக்கும்.	சில நேரங்களில் அதே விமான பயணத்திற்கு பல்வேறு மாறுபட்ட விலைகள் பல்வேறு ஒருங்கிணைப்பாளர்களிடம் இருக்கலாம் மற்றும் வாங்குவதற்கு முன்பு தேடல் முடிவுகளை ஒப்பு நோக்குவது மற்றும் விமான நிறுவனத்தின் இணையதளத்திலும் தேடிப் பார்ப்பது என்பது நன்மை பயக்கும்	ச ி ல | ந ே ர ங ் க ள ி ல ் | அ த ே | வ ி ம ா ன | ப ய ண த ் த ி ற ் க ு | ப ல ் வ ே ற ு | ம ா ற ு ப ட ் ட | வ ி ல ை க ள ் | ப ல ் வ ே ற ு | ஒ ர ு ங ் க ி ண ை ப ் ப ா ள ர ் க ள ி ட ம ் | இ ர ு க ் க ல ா ம ் | ம ற ் ற ு ம ் | வ ா ங ் க ு வ த ற ் க ு | ம ு ன ் ப ு | த ே ட ல ் | ம ு ட ி வ ு க ள ை | ஒ ப ் ப ு | ந ோ க ் க ு வ த ு | ம ற ் ற ு ம ் | வ ி ம ா ன | ந ி ற ு வ ன த ் த ி ன ் | இ ண ை ய த ள த ் த ி ல ு ம ் | த ே ட ி ப ் | ப ா ர ் ப ் ப த ு | எ ன ் ப த ு | ந ன ் ம ை | ப ய க ் க ு ம ் |	278400	FEMALE
722	16187905160204269009.wav	இந்த தீவில் முதன்முதலில் டைனோஸ் மற்றும் கரீபியர்கள் வசித்து வந்தனர். கரீபியர்கள் அராவாகன் மொழி பேசுபவர்கள், அவர்கள் கிமு 10,000 காலத்தில் வந்தவர்கள்.	இந்த தீவில் முதன்முதலில் டைனோஸ் மற்றும் கரீபியர்கள் வசித்து வந்தனர் கரீபியர்கள் அராவாகன் மொழி பேசுபவர்கள் அவர்கள் கிமு 10,000 காலத்தில் வந்தவர்கள்	இ ந ் த | த ீ வ ி ல ் | ம ு த ன ் ம ு த ல ி ல ் | ட ை ன ோ ஸ ் | ம ற ் ற ு ம ் | க ர ீ ப ி ய ர ் க ள ் | வ ச ி த ் த ு | வ ந ் த ன ர ் | க ர ீ ப ி ய ர ் க ள ் | அ ர ா வ ா க ன ் | ம ொ ழ ி | ப ே ச ு ப வ ர ் க ள ் | அ வ ர ் க ள ் | க ி ம ு | 1 0 , 0 0 0 | க ா ல த ் த ி ல ் | வ ந ் த வ ர ் க ள ் |	234240	FEMALE
1291	9324279044210631924.wav	சமூகத்தில் ஏற்பட்ட எரிச்சல், பாலுணர்வு தொடர்பான விஷயங்கள் குறித்து தற்போது, பல்வேறு வெளிப்படையான உரிமை பெற்ற ஊடகங்களை வெளியிடும் தளத்தின் கொள்கையை வரையறுக்கும் முயற்சிக்கு வழிவகுத்தது.	சமூகத்தில் ஏற்பட்ட எரிச்சல் பாலுணர்வு தொடர்பான விஷயங்கள் குறித்து தற்போது பல்வேறு வெளிப்படையான உரிமை பெற்ற ஊடகங்களை வெளியிடும் தளத்தின் கொள்கையை வரையறுக்கும் முயற்சிக்கு வழிவகுத்தது	ச ம ூ க த ் த ி ல ் | ஏ ற ் ப ட ் ட | எ ர ி ச ் ச ல ் | ப ா ல ு ண ர ் வ ு | த ொ ட ர ் ப ா ன | வ ி ஷ ய ங ் க ள ் | க ு ற ி த ் த ு | த ற ் ப ோ த ு | ப ல ் வ ே ற ு | வ ெ ள ி ப ் ப ட ை ய ா ன | உ ர ி ம ை | ப ெ ற ் ற | ஊ ட க ங ் க ள ை | வ ெ ள ி ய ி ட ு ம ் | த ள த ் த ி ன ் | க ொ ள ் க ை ய ை | வ ர ை ய ற ு க ் க ு ம ் | ம ு ய ற ் ச ி க ் க ு | வ ழ ி வ க ு த ் த த ு |	236160	FEMALE
1059	1008283153221811778.wav	பாலினம் குறிப்பிடப்படாத (X) பாஸ்போர்ட்களை வழங்கிட அல்லது விரும்பும் ஒரு பெயர் அல்லது பாலினம் பொருந்திட ஆவணங்களை  நிகழ்நிலைப்படுத்திட அரசுகளின் விருப்பங்கள் மாறுபடுகிறது.	பாலினம் குறிப்பிடப்படாத x பாஸ்போர்ட்களை வழங்கிட அல்லது விரும்பும் ஒரு பெயர் அல்லது பாலினம் பொருந்திட ஆவணங்களை  நிகழ்நிலைப்படுத்திட அரசுகளின் விருப்பங்கள் மாறுபடுகிறது	ப ா ல ி ன ம ் | க ு ற ி ப ் ப ி ட ப ் ப ட ா த | x | ப ா ஸ ் ப ோ ர ் ட ் க ள ை | வ ழ ங ் க ி ட | அ ல ் ல த ு | வ ி ர ு ம ் ப ு ம ் | ஒ ர ு | ப ெ ய ர ் | அ ல ் ல த ு | ப ா ல ி ன ம ் | ப ொ ர ு ந ் த ி ட | ஆ வ ண ங ் க ள ை | ந ி க ழ ் ந ி ல ை ப ் ப ட ு த ் த ி ட | அ ர ச ு க ள ி ன ் | வ ி ர ு ப ் ப ங ் க ள ் | ம ா ற ு ப ட ு க ி ற த ு |	246720	FEMALE
1444	3606997476064450492.wav	மரணமடைந்தவர்கள் நிக்கோலஸ் ஆல்டென், 25 மற்றும் ஸகேரி கட்பேக், 21 ஆகியோர் ஆவர். கட்பேக்தான் வண்டியின் ஓட்டுனர்.	மரணமடைந்தவர்கள் நிக்கோலஸ் ஆல்டென் 25 மற்றும் ஸகேரி கட்பேக் 21 ஆகியோர் ஆவர் கட்பேக்தான் வண்டியின் ஓட்டுனர்	ம ர ண ம ட ை ந ் த வ ர ் க ள ் | ந ி க ் க ோ ல ஸ ் | ஆ ல ் ட ெ ன ் | 2 5 | ம ற ் ற ு ம ் | ஸ க ே ர ி | க ட ் ப ே க ் | 2 1 | ஆ க ி ய ோ ர ் | ஆ வ ர ் | க ட ் ப ே க ் த ா ன ் | வ ண ் ட ி ய ி ன ் | ஓ ட ் ட ு ன ர ் |	253440	MALE
94	2455390772948608846.wav	இது முந்தைய அறிக்கைகளுக்கு முரணானது, இது தேர்தலை ரத்து செய்வது அரசியலமைப்பிற்கு எதிரானதாக இருந்திருக்கும் என்று கூறியது.	இது முந்தைய அறிக்கைகளுக்கு முரணானது இது தேர்தலை ரத்து செய்வது அரசியலமைப்பிற்கு எதிரானதாக இருந்திருக்கும் என்று கூறியது	இ த ு | ம ு ந ் த ை ய | அ ற ி க ் க ை க ள ு க ் க ு | ம ு ர ண ா ன த ு | இ த ு | த ே ர ் த ல ை | ர த ் த ு | ச ெ ய ் வ த ு | அ ர ச ி ய ல ம ை ப ் ப ி ற ் க ு | எ த ி ர ா ன த ா க | இ ர ு ந ் த ி ர ு க ் க ு ம ் | எ ன ் ற ு | க ூ ற ி ய த ு |	132480	FEMALE
