808	8801256440439445146.wav	ყავა არის მსოფლიოში ერთ-ერთი ყველაზე გაყიდვადი საქონელი, და თქვენ სავარაუდოდ თქვენს რეგიონშიც რამდენიმე ტიპის ყავის პოვნა შეგიძლიათ.	ყავა არის მსოფლიოში ერთ-ერთი ყველაზე გაყიდვადი საქონელი და თქვენ სავარაუდოდ თქვენს რეგიონშიც რამდენიმე ტიპის ყავის პოვნა შეგიძლიათ	ყ ა ვ ა | ა რ ი ს | მ ს ო ფ ლ ი ო შ ი | ე რ თ - ე რ თ ი | ყ ვ ე ლ ა ზ ე | გ ა ყ ი დ ვ ა დ ი | ს ა ქ ო ნ ე ლ ი | დ ა | თ ქ ვ ე ნ | ს ა ვ ა რ ა უ დ ო დ | თ ქ ვ ე ნ ს | რ ე გ ი ო ნ შ ი ც | რ ა მ დ ე ნ ი მ ე | ტ ი პ ი ს | ყ ა ვ ი ს | პ ო ვ ნ ა | შ ე გ ი ძ ლ ი ა თ |	297600	FEMALE
1247	955986406437104508.wav	მაგალითისთვის, ამერიკის მოქალაქეები, რომლებიც შუა აღმოსავლეთში იმყოფებიან შესაძლოა აღმოჩნდნენ ევროპელებისგან ან არაბებისგან განსხვავებულ სიტუაციაში.	მაგალითისთვის ამერიკის მოქალაქეები რომლებიც შუა აღმოსავლეთში იმყოფებიან შესაძლოა აღმოჩნდნენ ევროპელებისგან ან არაბებისგან განსხვავებულ სიტუაციაში	მ ა გ ა ლ ი თ ი ს თ ვ ი ს | ა მ ე რ ი კ ი ს | მ ო ქ ა ლ ა ქ ე ე ბ ი | რ ო მ ლ ე ბ ი ც | შ უ ა | ა ღ მ ო ს ა ვ ლ ე თ შ ი | ი მ ყ ო ფ ე ბ ი ა ნ | შ ე ს ა ძ ლ ო ა | ა ღ მ ო ჩ ნ დ ნ ე ნ | ე ვ რ ო პ ე ლ ე ბ ი ს გ ა ნ | ა ნ | ა რ ა ბ ე ბ ი ს გ ა ნ | გ ა ნ ს ხ ვ ა ვ ე ბ უ ლ | ს ი ტ უ ა ც ი ა შ ი |	185280	FEMALE
994	14024631848882023537.wav	თუმცა, ზამთრის პერიოდში ისინი განსხვავებული სილამაზითა და ხიბლით გამოირჩევიან, ისეთი მთის სადგურებით, სადაც საკმაო ოდენობით თოვლი მოდის და შესაძლებელია ისეთი აქტივობებით დაკავება, როგორიცაა სნოუბორდინგი და თხილამურებით სრიალი.	თუმცა ზამთრის პერიოდში ისინი განსხვავებული სილამაზითა და ხიბლით გამოირჩევიან ისეთი მთის სადგურებით სადაც საკმაო ოდენობით თოვლი მოდის და შესაძლებელია ისეთი აქტივობებით დაკავება როგორიცაა სნოუბორდინგი და თხილამურებით სრიალი	თ უ მ ც ა | ზ ა მ თ რ ი ს | პ ე რ ი ო დ შ ი | ი ს ი ნ ი | გ ა ნ ს ხ ვ ა ვ ე ბ უ ლ ი | ს ი ლ ა მ ა ზ ი თ ა | დ ა | ხ ი ბ ლ ი თ | გ ა მ ო ი რ ჩ ე ვ ი ა ნ | ი ს ე თ ი | მ თ ი ს | ს ა დ გ უ რ ე ბ ი თ | ს ა დ ა ც | ს ა კ მ ა ო | ო დ ე ნ ო ბ ი თ | თ ო ვ ლ ი | მ ო დ ი ს | დ ა | შ ე ს ა ძ ლ ე ბ ე ლ ი ა | ი ს ე თ ი | ა ქ ტ ი ვ ო ბ ე ბ ი თ | დ ა კ ა ვ ე ბ ა | რ ო გ ო რ ი ც ა ა | ს ნ ო უ ბ ო რ დ ი ნ გ ი | დ ა | თ ხ ი ლ ა მ უ რ ე ბ ი თ | ს რ ი ა ლ ი |	238080	FEMALE
465	7245337277335199204.wav	შუასაუკუნეების ტრადიციული ციხესიმაგრე უხსოვარი დროიდან შთააგონებდა წარმოსახვას რაინდული ტურნირებით, ბანკეტებითა და მეფე ართურის რაინდობის გამოსახულებებით.	შუასაუკუნეების ტრადიციული ციხესიმაგრე უხსოვარი დროიდან შთააგონებდა წარმოსახვას რაინდული ტურნირებით ბანკეტებითა და მეფე ართურის რაინდობის გამოსახულებებით	შ უ ა ს ა უ კ უ ნ ე ე ბ ი ს | ტ რ ა დ ი ც ი უ ლ ი | ც ი ხ ე ს ი მ ა გ რ ე | უ ხ ს ო ვ ა რ ი | დ რ ო ი დ ა ნ | შ თ ა ა გ ო ნ ე ბ დ ა | წ ა რ მ ო ს ა ხ ვ ა ს | რ ა ი ნ დ უ ლ ი | ტ უ რ ნ ი რ ე ბ ი თ | ბ ა ნ კ ე ტ ე ბ ი თ ა | დ ა | მ ე ფ ე | ა რ თ უ რ ი ს | რ ა ი ნ დ ო ბ ი ს | გ ა მ ო ს ა ხ უ ლ ე ბ ე ბ ი თ |	228480	MALE
1225	7995037594099890280.wav	უმჯობესია ატაროთ ბეჭედი (ოღონდ არა ის, რომელიც ზედმეტად ძვირადღირებულად გამოიყურება).	უმჯობესია ატაროთ ბეჭედი ოღონდ არა ის რომელიც ზედმეტად ძვირადღირებულად გამოიყურება	უ მ ჯ ო ბ ე ს ი ა | ა ტ ა რ ო თ | ბ ე ჭ ე დ ი | ო ღ ო ნ დ | ა რ ა | ი ს | რ ო მ ე ლ ი ც | ზ ე დ მ ე ტ ა დ | ძ ვ ი რ ა დ ღ ი რ ე ბ უ ლ ა დ | გ ა მ ო ი ყ უ რ ე ბ ა |	130560	MALE
861	5331533901074454583.wav	უყურადღებოდ დატოვებული ჩანთები ქურდების სამიზნე ხდება და ასევე, იპყრობს ძალოვანების ყურადღებას, რომლებიც ფრთხილად ეკიდებიან ბომბის საფრთხეს.	უყურადღებოდ დატოვებული ჩანთები ქურდების სამიზნე ხდება და ასევე იპყრობს ძალოვანების ყურადღებას რომლებიც ფრთხილად ეკიდებიან ბომბის საფრთხეს	უ ყ უ რ ა დ ღ ე ბ ო დ | დ ა ტ ო ვ ე ბ უ ლ ი | ჩ ა ნ თ ე ბ ი | ქ უ რ დ ე ბ ი ს | ს ა მ ი ზ ნ ე | ხ დ ე ბ ა | დ ა | ა ს ე ვ ე | ი პ ყ რ ო ბ ს | ძ ა ლ ო ვ ა ნ ე ბ ი ს | ყ უ რ ა დ ღ ე ბ ა ს | რ ო მ ლ ე ბ ი ც | ფ რ თ ხ ი ლ ა დ | ე კ ი დ ე ბ ი ა ნ | ბ ო მ ბ ი ს | ს ა ფ რ თ ხ ე ს |	211200	MALE
437	1003306681984556429.wav	დრუკიელ ძონგი — დანგრეული ციხე-სიმაგრე და ბუდისტური მონასტერია, რომელიც პაროს ოლქის ზედა ნაწილში (სოფელ ფონდიში) მდებარეობს.	დრუკიელ ძონგი — დანგრეული ციხე-სიმაგრე და ბუდისტური მონასტერია რომელიც პაროს ოლქის ზედა ნაწილში სოფელ ფონდიში მდებარეობს	დ რ უ კ ი ე ლ | ძ ო ნ გ ი | — | დ ა ნ გ რ ე უ ლ ი | ც ი ხ ე - ს ი მ ა გ რ ე | დ ა | ბ უ დ ი ს ტ უ რ ი | მ ო ნ ა ს ტ ე რ ი ა | რ ო მ ე ლ ი ც | პ ა რ ო ს | ო ლ ქ ი ს | ზ ე დ ა | ნ ა წ ი ლ შ ი | ს ო ფ ე ლ | ფ ო ნ დ ი შ ი | მ დ ე ბ ა რ ე ო ბ ს |	192960	FEMALE
1496	4821101139719548943.wav	სტანდარტულად, ამ საგანმანათლებლო პროგრამებითვის სწავლის საფასურია გადასახდელი.	სტანდარტულად ამ საგანმანათლებლო პროგრამებითვის სწავლის საფასურია გადასახდელი	ს ტ ა ნ დ ა რ ტ უ ლ ა დ | ა მ | ს ა გ ა ნ მ ა ნ ა თ ლ ე ბ ლ ო | პ რ ო გ რ ა მ ე ბ ი თ ვ ი ს | ს წ ა ვ ლ ი ს | ს ა ფ ა ს უ რ ი ა | გ ა დ ა ს ა ხ დ ე ლ ი |	124800	MALE
1190	14434937863095922067.wav	სამხრეთელ დემონსტრანტებს ბიშკეკის ზოგიერთი მობინადრე არაკანონიერი ქმედებების ჩადენაში სდებდა ბრალს.	სამხრეთელ დემონსტრანტებს ბიშკეკის ზოგიერთი მობინადრე არაკანონიერი ქმედებების ჩადენაში სდებდა ბრალს	ს ა მ ხ რ ე თ ე ლ | დ ე მ ო ნ ს ტ რ ა ნ ტ ე ბ ს | ბ ი შ კ ე კ ი ს | ზ ო გ ი ე რ თ ი | მ ო ბ ი ნ ა დ რ ე | ა რ ა კ ა ნ ო ნ ი ე რ ი | ქ მ ე დ ე ბ ე ბ ი ს | ჩ ა დ ე ნ ა შ ი | ს დ ე ბ დ ა | ბ რ ა ლ ს |	161280	MALE
1401	5086106768430602774.wav	შეერთებული შტატების გეოლოგიურ სამსახურს (USGS) და მიწისძვრის საინფორამციო ეროვნულ ცენტრს ჯერ არ მიუღიათ უახლოესი ცნობები ზარალის შესახებ.	შეერთებული შტატების გეოლოგიურ სამსახურს usgs და მიწისძვრის საინფორამციო ეროვნულ ცენტრს ჯერ არ მიუღიათ უახლოესი ცნობები ზარალის შესახებ	შ ე ე რ თ ე ბ უ ლ ი | შ ტ ა ტ ე ბ ი ს | გ ე ო ლ ო გ ი უ რ | ს ა მ ს ა ხ უ რ ს | u s g s | დ ა | მ ი წ ი ს ძ ვ რ ი ს | ს ა ი ნ ფ ო რ ა მ ც ი ო | ე რ ო ვ ნ უ ლ | ც ე ნ ტ რ ს | ჯ ე რ | ა რ | მ ი უ ღ ი ა თ | უ ა ხ ლ ო ე ს ი | ც ნ ო ბ ე ბ ი | ზ ა რ ა ლ ი ს | შ ე ს ა ხ ე ბ |	176640	FEMALE
